brand,category,cpu,ram,ram_type,storage,ssd,ssd_size,graphics_card,graphics_card_size,size_inch,os,battery_wh,weight_kg,price
Lenovo,Student,Ryzen 3,24,DDR5,256GB,No,,Integrated,,15.6,Windows 10,70,2.3,71885
Lenovo,Business,Intel i3,24,DDR3,1TB,Yes,1TB,AMD,2GB,14.0,Windows 11,60,2.0,106900
Apple,Gaming,Apple M1,4,Unified,256GB,Yes,256GB,Integrated,,13.0,macOS,70,1.2,123193
HP,Gaming,Intel i5,4,DDR5,1TB,No,,AMD,2GB,13.0,Windows 11,55,1.8,92817
Dell,Student,Ryzen 7,24,DDR5,256GB,Yes,256GB,Nvidia,2GB,13.0,Windows 11,60,2.3,115398
Acer,Business,Intel i3,4,DDR5,512GB,No,,Nvidia,8GB,16.0,Windows 10,60,2.6,85115
Lenovo,Home,Intel i5,24,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 11,70,2.0,89587
Acer,Student,Ryzen 5,16,DDR3,256GB,Yes,512GB,Integrated,,14.0,Windows 10,45,2.3,72127
Samsung,Student,Ryzen 3,4,DDR4,2TB,Yes,2TB,Nvidia,2GB,14.0,Windows 11,45,1.6,90707
MSI,Home,Intel i7,24,DDR5,2TB,Yes,256GB,Integrated,,15.6,Windows 10,45,2.0,115158
Lenovo,Student,Intel i5,8,DDR3,256GB,Yes,512GB,Nvidia,8GB,16.0,Windows 10,55,1.2,90526
Samsung,Home,Intel i5,16,DDR4,1TB,Yes,2TB,Integrated,,13.0,Windows 11,80,1.6,84128
Dell,Gaming,Intel i7,8,DDR5,1TB,Yes,1TB,Nvidia,8GB,15.6,Windows 10,70,2.0,129177
Asus,Gaming,Intel i3,16,DDR5,1TB,Yes,512GB,Integrated,,16.0,Windows 11,50,1.8,91568
Lenovo,Gaming,Intel i5,8,DDR5,256GB,Yes,2TB,Integrated,,15.6,Windows 11,45,2.0,73686
MSI,Student,Ryzen 7,4,DDR5,512GB,No,,Nvidia,4GB,13.0,Windows 11,45,2.6,88722
Apple,Home,Apple M1,16,Unified,512GB,Yes,1TB,Nvidia,2GB,14.0,macOS,80,1.8,153411
Acer,Student,Ryzen 3,8,DDR4,1TB,Yes,1TB,AMD,2GB,13.0,Windows 10,80,1.4,77525
Dell,Home,Ryzen 5,16,DDR5,2TB,Yes,256GB,Nvidia,8GB,16.0,Windows 11,80,1.6,126855
Apple,Gaming,Apple M1,4,Unified,256GB,Yes,256GB,Integrated,,14.0,macOS,70,1.6,123022
Apple,Gaming,Apple M2,4,Unified,256GB,Yes,2TB,AMD,8GB,15.6,macOS,80,1.4,163543
Acer,Gaming,Intel i5,24,DDR3,512GB,No,,Integrated,,15.6,Windows 11,50,1.6,100034
Apple,Business,Apple M1,16,Unified,2TB,Yes,2TB,AMD,2GB,14.0,macOS,45,2.3,170269
MSI,Gaming,Intel i3,24,DDR4,1TB,Yes,256GB,Integrated,,16.0,Windows 10,50,2.0,101886
Samsung,Business,Ryzen 5,4,DDR3,1TB,Yes,512GB,Integrated,,15.6,Windows 11,60,2.6,73889
HP,Business,Ryzen 5,24,DDR5,512GB,Yes,512GB,Integrated,,13.0,Windows 10,50,1.6,95543
Samsung,Home,Ryzen 3,12,DDR5,2TB,Yes,2TB,AMD,2GB,16.0,Windows 11,50,2.3,95393
Asus,Gaming,Ryzen 5,12,DDR5,1TB,No,,AMD,2GB,13.0,Windows 11,80,2.0,102746
Apple,Gaming,Apple M1,12,Unified,256GB,Yes,1TB,AMD,8GB,16.0,macOS,70,1.8,160127
Samsung,Gaming,Ryzen 5,12,DDR4,2TB,Yes,256GB,Nvidia,4GB,14.0,Windows 11,45,1.2,127506
Asus,Home,Intel i3,12,DDR5,512GB,Yes,2TB,AMD,2GB,16.0,Windows 10,50,1.6,74702
MSI,Business,Intel i7,12,DDR3,256GB,Yes,2TB,Integrated,,13.0,Windows 11,80,2.0,80064
HP,Student,Ryzen 7,16,DDR5,512GB,Yes,512GB,AMD,6GB,16.0,Windows 11,60,1.6,110765
Lenovo,Student,Ryzen 5,12,DDR3,256GB,Yes,2TB,Integrated,,15.6,Windows 10,45,1.4,69345
Dell,Student,Intel i5,8,DDR4,2TB,Yes,2TB,AMD,8GB,16.0,Windows 10,50,1.6,109916
Lenovo,Business,Intel i7,4,DDR4,512GB,Yes,256GB,Integrated,,16.0,Windows 11,70,1.2,74103
HP,Business,Ryzen 3,8,DDR5,256GB,No,,Integrated,,13.0,Windows 10,60,2.6,56164
Samsung,Business,Ryzen 7,16,DDR5,1TB,Yes,256GB,AMD,4GB,15.6,Windows 11,50,1.6,118195
Samsung,Gaming,Ryzen 7,8,DDR3,1TB,Yes,2TB,Nvidia,6GB,14.0,Windows 10,55,1.6,125358
Apple,Business,Apple M2,8,Unified,1TB,Yes,2TB,Nvidia,2GB,13.0,macOS,80,1.8,166440
Dell,Student,Ryzen 3,16,DDR4,256GB,Yes,2TB,Integrated,,14.0,Windows 11,80,1.8,68490
Dell,Home,Ryzen 5,16,DDR3,1TB,Yes,1TB,Integrated,,13.0,Windows 11,70,1.6,81521
MSI,Business,Ryzen 3,4,DDR3,2TB,Yes,512GB,Nvidia,2GB,13.0,Windows 10,55,2.3,93632
Samsung,Student,Intel i3,16,DDR5,256GB,Yes,256GB,Integrated,,15.6,Windows 11,50,2.6,67634
Apple,Gaming,Apple M2,12,Unified,512GB,Yes,512GB,Nvidia,6GB,16.0,macOS,60,1.8,182840
HP,Student,Intel i7,24,DDR5,256GB,Yes,512GB,AMD,8GB,13.0,Windows 11,55,1.6,122765
Lenovo,Business,Intel i3,8,DDR5,512GB,Yes,256GB,Integrated,,14.0,Windows 10,60,2.0,65685
Dell,Business,Intel i7,8,DDR3,256GB,Yes,1TB,Integrated,,16.0,Windows 11,60,1.2,79678
Lenovo,Home,Ryzen 5,12,DDR3,256GB,Yes,1TB,Nvidia,2GB,16.0,Windows 11,60,2.3,86986
MSI,Gaming,Intel i5,12,DDR5,1TB,Yes,1TB,AMD,2GB,16.0,Windows 10,50,1.2,108463
Lenovo,Gaming,Ryzen 5,8,DDR5,512GB,Yes,512GB,AMD,8GB,16.0,Windows 10,45,1.6,108949
Dell,Student,Ryzen 5,16,DDR4,512GB,Yes,1TB,Nvidia,8GB,15.6,Windows 11,60,1.6,111536
MSI,Student,Intel i3,8,DDR5,512GB,Yes,256GB,Nvidia,2GB,15.6,Windows 11,80,2.3,74403
HP,Business,Intel i7,12,DDR5,1TB,Yes,1TB,AMD,2GB,15.6,Windows 11,70,1.2,105891
HP,Business,Ryzen 3,12,DDR4,2TB,Yes,512GB,Integrated,,16.0,Windows 11,60,1.4,88146
Acer,Business,Intel i7,8,DDR3,1TB,Yes,2TB,Integrated,,16.0,Windows 10,50,1.4,88928
Lenovo,Gaming,Ryzen 7,24,DDR3,256GB,Yes,256GB,Integrated,,14.0,Windows 11,50,1.8,109377
Dell,Business,Intel i5,4,DDR4,1TB,No,,Integrated,,15.6,Windows 11,45,1.6,70188
HP,Student,Ryzen 3,4,DDR4,2TB,Yes,2TB,Integrated,,13.0,Windows 10,55,1.6,70812
Apple,Business,Apple M1,16,Unified,2TB,Yes,1TB,AMD,2GB,16.0,macOS,55,1.8,171903
Dell,Business,Ryzen 3,24,DDR3,2TB,Yes,1TB,AMD,6GB,15.6,Windows 11,80,2.6,126967
Apple,Home,Apple M1,4,Unified,1TB,No,,Integrated,,16.0,macOS,45,1.8,114991
MSI,Gaming,Intel i7,16,DDR4,2TB,Yes,512GB,Integrated,,14.0,Windows 11,45,1.4,116820
Acer,Business,Ryzen 3,4,DDR4,256GB,No,,Nvidia,8GB,15.6,Windows 11,55,1.8,84854
Dell,Gaming,Ryzen 7,4,DDR5,256GB,No,,Integrated,,13.0,Windows 10,55,1.6,75872
Asus,Business,Intel i5,24,DDR4,1TB,Yes,1TB,Nvidia,2GB,14.0,Windows 11,55,1.6,120514
Acer,Business,Intel i5,8,DDR3,512GB,Yes,512GB,Nvidia,2GB,16.0,Windows 11,55,1.4,89656
MSI,Gaming,Ryzen 7,16,DDR5,1TB,No,,Nvidia,2GB,16.0,Windows 11,50,2.0,123522
Asus,Business,Intel i3,16,DDR5,1TB,Yes,512GB,Nvidia,8GB,14.0,Windows 11,60,2.6,115480
Dell,Home,Ryzen 5,8,DDR4,512GB,Yes,2TB,Integrated,,16.0,Windows 11,80,2.0,66084
MSI,Student,Intel i3,12,DDR5,1TB,No,,AMD,8GB,14.0,Windows 10,70,1.8,90286
HP,Home,Intel i3,8,DDR5,512GB,Yes,512GB,Integrated,,14.0,Windows 11,60,2.0,55297
MSI,Student,Ryzen 3,12,DDR3,1TB,Yes,1TB,Integrated,,13.0,Windows 10,45,1.8,71621
MSI,Gaming,Ryzen 5,12,DDR3,1TB,Yes,2TB,AMD,6GB,13.0,Windows 11,60,1.6,116831
MSI,Gaming,Ryzen 7,8,DDR4,2TB,Yes,2TB,Integrated,,14.0,Windows 10,70,1.6,104272
Apple,Home,Apple M2,4,Unified,512GB,Yes,2TB,AMD,8GB,14.0,macOS,45,2.6,152052
Asus,Student,Ryzen 3,16,DDR5,256GB,Yes,512GB,AMD,6GB,14.0,Windows 10,60,2.0,88560
Lenovo,Home,Intel i7,4,DDR4,512GB,Yes,2TB,Integrated,,16.0,Windows 10,80,1.4,69639
HP,Student,Ryzen 5,16,DDR3,1TB,Yes,512GB,Nvidia,8GB,13.0,Windows 10,60,1.8,114326
Dell,Business,Ryzen 3,16,DDR5,256GB,No,,AMD,6GB,15.6,Windows 11,70,1.6,90677
Dell,Student,Intel i7,12,DDR3,2TB,Yes,512GB,Integrated,,13.0,Windows 10,55,1.2,95465
MSI,Home,Intel i3,24,DDR4,2TB,Yes,1TB,AMD,6GB,15.6,Windows 11,60,2.3,117220
HP,Home,Intel i5,4,DDR3,1TB,Yes,256GB,Nvidia,6GB,14.0,Windows 11,45,1.8,92104
HP,Home,Ryzen 3,12,DDR3,1TB,Yes,2TB,Integrated,,15.6,Windows 10,45,2.3,70256
Apple,Student,Apple M1,4,Unified,256GB,Yes,1TB,Integrated,,15.6,macOS,45,2.3,110536
Lenovo,Gaming,Ryzen 7,16,DDR3,256GB,No,,Integrated,,15.6,Windows 11,70,1.4,93720
Samsung,Student,Ryzen 7,8,DDR5,2TB,Yes,512GB,Integrated,,16.0,Windows 10,50,2.6,90349
Acer,Student,Intel i7,4,DDR4,512GB,Yes,256GB,Nvidia,6GB,14.0,Windows 10,55,1.6,97299
Samsung,Business,Ryzen 7,24,DDR5,256GB,Yes,256GB,Integrated,,14.0,Windows 10,70,2.3,103495
HP,Student,Ryzen 7,8,DDR4,1TB,Yes,256GB,AMD,8GB,13.0,Windows 11,80,1.8,105417
Apple,Gaming,Apple M1,16,Unified,256GB,No,,AMD,2GB,16.0,macOS,60,2.0,153595
Asus,Gaming,Intel i3,24,DDR5,1TB,Yes,256GB,AMD,2GB,15.6,Windows 10,45,1.2,117121
Acer,Student,Intel i7,8,DDR4,1TB,Yes,256GB,Integrated,,15.6,Windows 11,50,1.8,78884
Lenovo,Business,Ryzen 3,8,DDR4,512GB,Yes,1TB,Nvidia,6GB,16.0,Windows 11,55,1.6,89304
HP,Business,Intel i3,8,DDR3,256GB,Yes,2TB,Integrated,,16.0,Windows 11,45,1.6,58413
Samsung,Home,Intel i7,4,DDR4,2TB,Yes,1TB,Integrated,,13.0,Windows 11,55,1.4,85523
Acer,Student,Intel i7,16,DDR5,1TB,Yes,1TB,Integrated,,13.0,Windows 10,50,2.3,93792
HP,Student,Ryzen 5,8,DDR4,256GB,Yes,512GB,Integrated,,16.0,Windows 11,55,2.3,59349
Acer,Gaming,Ryzen 3,16,DDR3,1TB,Yes,256GB,Integrated,,15.6,Windows 11,55,1.2,90395
Samsung,Home,Intel i5,12,DDR3,512GB,Yes,1TB,Integrated,,14.0,Windows 11,50,2.6,70524
Lenovo,Home,Intel i5,12,DDR3,1TB,Yes,256GB,AMD,6GB,15.6,Windows 11,50,2.6,100148
MSI,Gaming,Ryzen 3,12,DDR3,2TB,No,,AMD,2GB,15.6,Windows 11,80,2.0,104408
HP,Business,Intel i5,8,DDR3,2TB,Yes,1TB,Integrated,,14.0,Windows 11,80,2.0,86735
Apple,Home,Apple M1,8,Unified,2TB,Yes,2TB,Integrated,,14.0,macOS,60,1.4,136676
Apple,Business,Apple M2,12,Unified,2TB,Yes,1TB,Nvidia,2GB,15.6,macOS,60,2.0,184656
Apple,Student,Apple M1,24,Unified,1TB,Yes,512GB,Nvidia,4GB,16.0,macOS,60,1.6,175219
Apple,Gaming,Apple M2,16,Unified,1TB,Yes,256GB,Nvidia,6GB,14.0,macOS,60,2.3,195462
Apple,Gaming,Apple M1,4,Unified,512GB,Yes,256GB,Nvidia,4GB,13.0,macOS,60,1.8,152889
HP,Student,Intel i5,8,DDR3,512GB,Yes,256GB,AMD,2GB,13.0,Windows 11,45,1.8,78299
Acer,Home,Intel i5,8,DDR4,256GB,Yes,512GB,AMD,6GB,14.0,Windows 10,45,1.2,80896
Acer,Gaming,Ryzen 5,4,DDR5,1TB,Yes,1TB,Nvidia,6GB,13.0,Windows 11,45,2.3,108093
Samsung,Home,Ryzen 5,8,DDR3,2TB,Yes,1TB,Integrated,,14.0,Windows 11,60,2.3,80430
Lenovo,Student,Ryzen 3,12,DDR3,256GB,Yes,512GB,Nvidia,8GB,13.0,Windows 10,50,1.6,89353
Samsung,Gaming,Intel i3,12,DDR5,256GB,Yes,2TB,Nvidia,8GB,13.0,Windows 10,60,1.4,108808
Asus,Home,Ryzen 5,12,DDR5,512GB,Yes,2TB,AMD,8GB,15.6,Windows 11,45,2.0,95756
Samsung,Home,Ryzen 3,12,DDR3,256GB,Yes,512GB,AMD,4GB,13.0,Windows 10,70,2.3,77714
Asus,Student,Intel i5,24,DDR3,256GB,Yes,512GB,Integrated,,13.0,Windows 10,55,2.6,86447
Samsung,Gaming,Ryzen 3,4,DDR4,512GB,No,,Nvidia,8GB,15.6,Windows 10,70,2.6,94673
Apple,Gaming,Apple M1,8,Unified,512GB,Yes,256GB,Nvidia,4GB,14.0,macOS,70,2.6,155697
Lenovo,Gaming,Ryzen 5,8,DDR5,1TB,Yes,256GB,Integrated,,14.0,Windows 11,70,2.3,86422
Apple,Student,Apple M2,8,Unified,256GB,Yes,2TB,Nvidia,6GB,15.6,macOS,60,2.0,154426
HP,Business,Ryzen 7,12,DDR5,2TB,Yes,2TB,Nvidia,4GB,16.0,Windows 10,55,1.6,130230
MSI,Home,Intel i7,8,DDR5,2TB,Yes,256GB,Nvidia,8GB,16.0,Windows 11,45,2.0,124760
HP,Gaming,Intel i3,4,DDR3,256GB,Yes,1TB,Nvidia,2GB,15.6,Windows 11,50,1.4,80937
Asus,Student,Ryzen 7,16,DDR5,1TB,Yes,256GB,Integrated,,16.0,Windows 11,45,1.2,96063
Dell,Gaming,Intel i7,16,DDR3,512GB,No,,Nvidia,8GB,13.0,Windows 10,80,2.0,127696
Asus,Business,Ryzen 7,16,DDR3,2TB,Yes,512GB,Integrated,,16.0,Windows 11,45,1.6,108429
Lenovo,Gaming,Intel i3,16,DDR3,256GB,Yes,256GB,AMD,6GB,15.6,Windows 10,60,2.3,100048
HP,Student,Intel i3,24,DDR3,256GB,Yes,256GB,Integrated,,15.6,Windows 11,60,2.6,77612
Dell,Student,Intel i5,12,DDR3,1TB,Yes,2TB,Integrated,,14.0,Windows 11,55,1.2,75964
HP,Gaming,Ryzen 7,16,DDR5,2TB,No,,Integrated,,16.0,Windows 10,55,2.3,115468
HP,Gaming,Intel i7,12,DDR3,2TB,Yes,1TB,Integrated,,15.6,Windows 10,70,1.2,112008
Apple,Home,Apple M2,12,Unified,512GB,Yes,2TB,Nvidia,8GB,15.6,macOS,50,1.8,169999
MSI,Business,Ryzen 5,24,DDR4,512GB,Yes,256GB,Integrated,,13.0,Windows 10,45,1.2,95114
Lenovo,Student,Intel i3,24,DDR4,1TB,No,,Nvidia,8GB,16.0,Windows 10,50,1.2,118511
Dell,Business,Intel i3,12,DDR5,256GB,Yes,256GB,AMD,8GB,15.6,Windows 11,55,1.6,94362
HP,Student,Ryzen 3,12,DDR3,256GB,Yes,256GB,Nvidia,8GB,13.0,Windows 10,60,1.2,92169
Asus,Gaming,Ryzen 7,4,DDR3,512GB,Yes,512GB,Nvidia,2GB,16.0,Windows 10,50,1.2,103002
MSI,Business,Ryzen 5,16,DDR4,1TB,Yes,256GB,AMD,6GB,15.6,Windows 11,50,2.6,112267
HP,Business,Ryzen 5,4,DDR4,256GB,Yes,1TB,Integrated,,14.0,Windows 10,55,2.3,64794
Asus,Home,Intel i7,12,DDR4,2TB,No,,Integrated,,14.0,Windows 11,50,1.4,90511
Samsung,Student,Intel i5,16,DDR3,1TB,Yes,512GB,AMD,6GB,13.0,Windows 10,80,2.3,103768
Lenovo,Gaming,Intel i7,12,DDR4,512GB,Yes,2TB,Integrated,,15.6,Windows 11,55,1.4,93913
Asus,Business,Intel i7,16,DDR3,256GB,Yes,1TB,Integrated,,14.0,Windows 11,60,2.3,86853
Dell,Student,Ryzen 7,8,DDR5,256GB,Yes,256GB,Nvidia,2GB,16.0,Windows 11,70,1.8,92723
MSI,Business,Ryzen 7,4,DDR3,512GB,No,,Integrated,,15.6,Windows 11,80,2.6,71279
Acer,Business,Intel i7,8,DDR3,1TB,Yes,1TB,Nvidia,8GB,14.0,Windows 11,60,2.6,121939
Apple,Home,Apple M1,16,Unified,1TB,Yes,1TB,Nvidia,2GB,16.0,macOS,55,1.2,157081
HP,Gaming,Ryzen 3,4,DDR3,1TB,Yes,2TB,Integrated,,13.0,Windows 10,80,2.0,73936
Lenovo,Home,Intel i7,24,DDR3,1TB,Yes,512GB,AMD,6GB,16.0,Windows 11,80,1.4,126199
Samsung,Home,Ryzen 3,24,DDR5,512GB,Yes,2TB,Nvidia,2GB,13.0,Windows 10,70,1.6,101206
HP,Business,Intel i5,24,DDR5,256GB,Yes,256GB,Integrated,,14.0,Windows 11,45,2.6,89005
Lenovo,Home,Ryzen 3,8,DDR5,512GB,Yes,512GB,Integrated,,13.0,Windows 11,50,1.6,58196
Apple,Business,Apple M1,12,Unified,256GB,Yes,512GB,AMD,6GB,16.0,macOS,45,1.8,147432
Apple,Home,Apple M2,4,Unified,512GB,Yes,512GB,AMD,8GB,14.0,macOS,50,1.4,153584
Apple,Gaming,Apple M2,12,Unified,512GB,No,,Integrated,,15.6,macOS,80,1.4,148097
Acer,Gaming,Intel i3,8,DDR5,2TB,Yes,1TB,AMD,8GB,13.0,Windows 11,70,2.3,117049
Acer,Gaming,Intel i7,12,DDR5,512GB,Yes,1TB,Integrated,,13.0,Windows 10,70,1.6,94940
Apple,Business,Apple M1,16,Unified,1TB,Yes,512GB,AMD,8GB,15.6,macOS,60,1.4,169822
Asus,Business,Ryzen 7,24,DDR3,512GB,Yes,1TB,Integrated,,13.0,Windows 10,50,2.3,104699
HP,Home,Intel i3,8,DDR4,1TB,No,,AMD,4GB,15.6,Windows 11,60,2.0,76284
Acer,Home,Intel i5,8,DDR3,512GB,Yes,512GB,Nvidia,8GB,14.0,Windows 10,70,2.6,95635
Apple,Home,Apple M2,8,Unified,256GB,Yes,256GB,Nvidia,6GB,16.0,macOS,70,1.4,157929
Lenovo,Home,Intel i5,24,DDR4,512GB,Yes,256GB,AMD,4GB,16.0,Windows 10,45,1.6,102874
Dell,Home,Ryzen 3,24,DDR4,512GB,Yes,512GB,Integrated,,15.6,Windows 11,80,1.8,80894
Asus,Home,Intel i5,4,DDR4,1TB,Yes,2TB,Integrated,,15.6,Windows 10,55,1.6,62255
Apple,Business,Apple M1,4,Unified,1TB,No,,Nvidia,6GB,14.0,macOS,50,1.6,151520
Asus,Home,Ryzen 5,24,DDR5,512GB,Yes,512GB,AMD,6GB,13.0,Windows 10,50,2.3,111382
Acer,Business,Ryzen 3,24,DDR4,2TB,Yes,512GB,AMD,6GB,16.0,Windows 10,55,1.2,126630
Dell,Gaming,Ryzen 7,4,DDR4,2TB,Yes,2TB,Integrated,,16.0,Windows 10,50,2.6,99908
Asus,Home,Ryzen 5,16,DDR5,256GB,No,,Nvidia,6GB,15.6,Windows 10,80,1.4,93209
Dell,Business,Intel i5,12,DDR3,256GB,Yes,2TB,AMD,8GB,13.0,Windows 10,50,1.8,100687
Dell,Home,Ryzen 3,24,DDR5,512GB,Yes,256GB,Integrated,,15.6,Windows 10,70,1.4,79369
Apple,Gaming,Apple M1,16,Unified,512GB,Yes,2TB,Nvidia,6GB,14.0,macOS,55,1.8,174578
Acer,Business,Intel i5,12,DDR4,256GB,Yes,1TB,Nvidia,2GB,15.6,Windows 10,80,1.4,93150
Apple,Home,Apple M1,4,Unified,2TB,No,,Nvidia,2GB,15.6,macOS,60,2.0,148418
HP,Gaming,Intel i7,24,DDR3,256GB,Yes,2TB,AMD,6GB,15.6,Windows 11,55,1.8,129675
Apple,Home,Apple M2,12,Unified,1TB,No,,Integrated,,15.6,macOS,55,1.2,145208
MSI,Home,Intel i7,16,DDR4,1TB,Yes,512GB,Integrated,,16.0,Windows 11,80,1.8,92588
Dell,Home,Intel i3,12,DDR3,256GB,Yes,256GB,Integrated,,13.0,Windows 10,60,2.3,59921
HP,Home,Intel i7,12,DDR4,1TB,Yes,256GB,Nvidia,2GB,13.0,Windows 11,55,1.2,104184
Acer,Business,Intel i7,24,DDR4,2TB,Yes,512GB,Integrated,,16.0,Windows 11,55,1.4,121959
Samsung,Home,Intel i7,16,DDR4,2TB,Yes,2TB,Integrated,,13.0,Windows 10,50,2.0,100323
Apple,Student,Apple M1,4,Unified,256GB,Yes,256GB,Nvidia,8GB,15.6,macOS,50,2.3,143389
MSI,Home,Ryzen 5,24,DDR4,1TB,Yes,1TB,Integrated,,15.6,Windows 10,45,1.8,93578
Apple,Student,Apple M1,16,Unified,1TB,Yes,2TB,Nvidia,8GB,14.0,macOS,45,2.3,167326
Dell,Gaming,Ryzen 7,24,DDR3,2TB,Yes,256GB,Integrated,,15.6,Windows 10,60,1.2,131385
Acer,Student,Intel i7,16,DDR5,1TB,Yes,512GB,Integrated,,15.6,Windows 11,45,2.3,94442
Dell,Gaming,Ryzen 5,8,DDR3,2TB,Yes,1TB,Nvidia,6GB,16.0,Windows 10,80,2.0,126818
Lenovo,Business,Ryzen 7,4,DDR5,1TB,No,,Integrated,,15.6,Windows 11,45,1.2,80705
Acer,Business,Intel i7,8,DDR4,512GB,Yes,1TB,AMD,8GB,13.0,Windows 11,80,1.8,105998
Apple,Business,Apple M2,16,Unified,1TB,Yes,2TB,Nvidia,8GB,13.0,macOS,55,1.4,191246
Lenovo,Student,Intel i3,16,DDR5,256GB,Yes,2TB,Integrated,,16.0,Windows 10,60,1.8,65482
Samsung,Home,Ryzen 7,4,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 10,50,1.6,70725
Dell,Home,Ryzen 3,16,DDR5,256GB,Yes,1TB,Integrated,,16.0,Windows 11,55,2.0,63956
HP,Student,Ryzen 7,8,DDR5,2TB,Yes,1TB,Nvidia,8GB,16.0,Windows 11,60,2.6,121909
Acer,Home,Intel i7,4,DDR4,512GB,No,,Nvidia,2GB,13.0,Windows 11,55,1.6,83310
Acer,Student,Intel i3,12,DDR4,512GB,Yes,512GB,AMD,6GB,15.6,Windows 11,55,1.6,83759
Apple,Business,Apple M2,8,Unified,512GB,Yes,1TB,Nvidia,2GB,15.6,macOS,45,2.0,160797
Dell,Home,Ryzen 7,16,DDR3,2TB,Yes,512GB,AMD,6GB,16.0,Windows 11,45,2.3,126549
Acer,Gaming,Ryzen 7,4,DDR4,512GB,Yes,2TB,Nvidia,2GB,14.0,Windows 11,60,1.8,106581
Acer,Student,Ryzen 5,24,DDR5,1TB,Yes,1TB,Integrated,,16.0,Windows 10,70,2.6,96261
Asus,Business,Intel i7,16,DDR4,2TB,Yes,1TB,Integrated,,16.0,Windows 10,45,1.8,109358
Asus,Home,Ryzen 3,16,DDR5,1TB,Yes,2TB,Nvidia,6GB,14.0,Windows 10,55,1.2,101811
Samsung,Home,Intel i7,16,DDR5,256GB,Yes,512GB,Integrated,,16.0,Windows 11,80,1.2,79173
Asus,Gaming,Intel i5,24,DDR5,256GB,Yes,2TB,Integrated,,14.0,Windows 11,60,2.0,101866
Lenovo,Student,Ryzen 5,24,DDR3,256GB,Yes,2TB,AMD,6GB,13.0,Windows 11,45,2.3,108687
Lenovo,Student,Ryzen 3,8,DDR3,256GB,No,,AMD,8GB,13.0,Windows 11,55,1.8,75926
MSI,Home,Intel i3,8,DDR3,512GB,Yes,256GB,Nvidia,8GB,16.0,Windows 10,80,1.8,91294
Acer,Gaming,Intel i5,24,DDR3,512GB,Yes,1TB,Nvidia,6GB,14.0,Windows 11,70,2.0,129456
Samsung,Gaming,Ryzen 3,12,DDR3,1TB,Yes,512GB,Integrated,,14.0,Windows 11,60,1.8,84119
Asus,Business,Ryzen 5,16,DDR3,512GB,Yes,1TB,Integrated,,14.0,Windows 10,60,1.8,86057
Lenovo,Student,Ryzen 7,24,DDR5,512GB,Yes,512GB,Integrated,,16.0,Windows 11,80,1.8,100826
Dell,Student,Ryzen 5,24,DDR3,2TB,Yes,2TB,AMD,8GB,16.0,Windows 10,70,1.2,129426
Acer,Home,Ryzen 3,8,DDR5,2TB,Yes,2TB,Integrated,,15.6,Windows 11,45,2.3,74594
Apple,Gaming,Apple M1,24,Unified,256GB,Yes,1TB,Integrated,,13.0,macOS,80,1.2,154769
Asus,Home,Intel i5,8,DDR3,2TB,Yes,512GB,Integrated,,16.0,Windows 11,70,1.2,80384
Samsung,Gaming,Intel i7,4,DDR3,512GB,Yes,256GB,AMD,2GB,13.0,Windows 11,80,1.6,98187
Acer,Student,Ryzen 3,4,DDR3,512GB,Yes,256GB,Nvidia,2GB,16.0,Windows 11,55,2.0,70561
Asus,Business,Intel i7,16,DDR3,512GB,Yes,256GB,Nvidia,8GB,14.0,Windows 11,60,1.4,123933
Apple,Home,Apple M1,4,Unified,256GB,Yes,1TB,AMD,8GB,14.0,macOS,45,2.6,136518
Lenovo,Gaming,Ryzen 7,4,DDR3,2TB,Yes,2TB,Integrated,,16.0,Windows 11,60,1.2,99401
MSI,Home,Intel i7,24,DDR4,256GB,Yes,2TB,Integrated,,13.0,Windows 10,45,1.6,93776
HP,Home,Intel i7,4,DDR3,1TB,Yes,2TB,Integrated,,14.0,Windows 10,60,1.8,76918
Dell,Student,Ryzen 3,16,DDR5,2TB,Yes,1TB,Integrated,,15.6,Windows 11,60,1.4,86595
Apple,Student,Apple M1,12,Unified,512GB,Yes,2TB,Nvidia,2GB,16.0,macOS,70,1.6,147430
Samsung,Home,Ryzen 7,12,DDR4,256GB,Yes,512GB,AMD,8GB,13.0,Windows 11,45,1.6,104601
Asus,Business,Intel i3,4,DDR5,256GB,Yes,1TB,Integrated,,16.0,Windows 11,45,2.0,52395
Samsung,Business,Ryzen 7,4,DDR4,1TB,Yes,1TB,Integrated,,15.6,Windows 11,55,2.3,81125
Acer,Gaming,Ryzen 7,4,DDR4,256GB,Yes,256GB,Integrated,,13.0,Windows 11,50,1.8,82481
Samsung,Gaming,Ryzen 3,16,DDR5,256GB,Yes,1TB,Integrated,,13.0,Windows 11,55,1.4,78045
Apple,Business,Apple M1,16,Unified,256GB,Yes,256GB,Nvidia,4GB,16.0,macOS,55,2.0,157869
Lenovo,Gaming,Ryzen 5,16,DDR4,256GB,Yes,1TB,Integrated,,16.0,Windows 11,45,1.6,85309
HP,Business,Ryzen 3,16,DDR3,1TB,Yes,256GB,Nvidia,2GB,13.0,Windows 10,60,1.8,105535
Acer,Gaming,Ryzen 5,12,DDR4,2TB,Yes,2TB,Nvidia,8GB,13.0,Windows 11,60,1.8,135998
